region,province,city,complete_address,owner_ship,name_of_clinic,no._of_station,head_of_the_facility,contact_number,e_mail_address,validity,remarks,mapping_address,lat,lng,current_distance,gmaps_url,index
NCR,Makati City,NaN,"2/F - 3/F Christine Bldg., Blk 26, Lot 12, Sampaguita St., Pembo, Makati City",PVT,VIDA DIALYSIS CENTER PHILS.,7,Dr. Jeanne B. Bayaca,"87160966/09453
488504/0998906
8061",NaN,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"2/F - 3/F Christine Bldg., Blk 26, Lot 12, Sampaguita St., Pembo, Makati City",14.5441706,121.0600206,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,446.0
NCR,Malabon City,NaN,"Cenel Place Building G/F, 239 Gen. Luna St. cor. Burgos Concepcion, District 1, Malabon City",PVT,"AXCESS HEALTH CARE INC.
(new)",14,Dr. Aurelio Pantaleon S. Reyes,9155038351,tfeliza1981@gmail.com,"Mar. 9, 2021 to
Dec. 31, 2023",NaN,"Cenel Place Building G/F, 239 Gen. Luna St. cor. Burgos Concepcion, District 1, Malabon City",14.667442,120.947956,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,447.0
NCR,Malabon City,NaN,"No. 69 MCArthur Highway, Potrero, Malabon",PVT,"MEDLINE DIALYSIS AND DIAGNOSTICS, INC.",14,Dr. Rusell Villanueva,"2/09228196428/0
9064867763/094
33892308/35573
62",pebbleslim@medlinecenter.ph,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"No. 69 MCArthur Highway, Potrero, Malabon",14.6662819,120.9840757,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,448.0
NCR,Mandaluyong City,NaN,"SM Cherry Shaw, Shaw Blvd., Brgy. Pleasant Hills, Mandaluyong City",PVT,CARDINAL SANTOS KIDNEY CARE CENTER,13,Dr. Ofelia P. Javellana,"7270001 loc 3020/7217280/63
63679/7217280",cskcc@csmc.ph,"Jan.1, 2020 to Dec. 31, 2022",NaN,"SM Cherry Shaw, Shaw Blvd., Brgy. Pleasant Hills, Mandaluyong City",14.587404,121.0458353,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,449.0
NaN,NaN,NaN,"3rd Flr., Shaw Center Mall, 360 Shaw Blvd., corner Nueve de Febrero, Mandaluyong City",NaN,NaN,NaN,Dr. Maria Kristina Alolod,"09228197465/53
26815/5326815/8
6411396/093923
71840/09260657
370",gyrodriguezmd05@gmail.com/gracedialysiscenter@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"3rd Flr., Shaw Center Mall, 360 Shaw Blvd., corner Nueve de Febrero, Mandaluyong City",14.5889884,121.0368248,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,450.0
NCR,Mandaluyong City,NaN,"Unit L2 201 SOHO Bldg., #748 Shaw Blvd., Greenfield District, Mandaluyong City",PVT,"HEALTH DELIVERY SYSTEM,
INC. (new)",12,"Dr. Ma. Antonieta
D. Dial",9175049205,rvmarcelo@healthfirst.com.ph,"Aug. 16, 2021 to
Dec. 31, 2023",NaN,"Unit L2 201 SOHO Bldg., #748 Shaw Blvd., Greenfield District, Mandaluyong City",14.579316,121.0543781,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,452.0
NCR,Mandaluyong City,NaN,"High Pointe Medical Hub, 241 Shaw Blvd., Brgy. Bagong Silang, Mandaluyong City",PVT,"HEMOTEK RENAL CENTER, INC.",14,Dr. Charito Malong- Consolacion,"5361091 /
0917-9270114",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"High Pointe Medical Hub, 241 Shaw Blvd., Brgy. Bagong Silang, Mandaluyong City",14.5910387,121.0332942,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,453.0
NCR,Mandaluyong City,NaN,"G/F Eastgate Center, 169 EDSA, Highway Hills, Mandaluyong City",PVT,"NEPHRO SYSTEMS PHILS., INC.",18,"Dr. Ma. Antonieta
O. Dial","02-
5315344/534322
6",NaN,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"G/F Eastgate Center, 169 EDSA, Highway Hills, Mandaluyong City",14.5764829,121.0495838,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,454.0
NCR,Mandaluyong City,NaN,"G/F Liftman Building, Jaime Cardinal Sin Ave. cor. E. dela Paz St., Brgy. Pleasant Hills, Mandaluyong City",PVT,NEPHROCARE,18,"Dr. Ma. Remedios
R. Caballero","8919575-
79/6962659 / 8179615 fax",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"G/F Liftman Building, Jaime Cardinal Sin Ave. cor. E. dela Paz St., Brgy. Pleasant Hills, Mandaluyong City",14.5883792,121.0400633,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,455.0
NCR,Mandaluyong City,NaN,"F. Martines St., Addition Hills, Mandaluyong City",PVT,"NEPHROLOGY BASICS DIALYSIS CENTER, INC.",11,Dr. Alwyn Johanna Calleja-Santos,"6173530 / 0917-
3073689 / 0917-
8130342 /",renalsolutionsplus@yahoo.com,"Feb. 18, 2021 to
Dec. 31, 2023",late filing,"F. Martines St., Addition Hills, Mandaluyong City",14.584094,121.0372208,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,456.0
NCR,Mandaluyong City,NaN,"1st Floor Unique International Building, 1 Cordillera Street, Brgy. Highway Hills, Mandaluyong City",PVT,NOVUS-RENALCARE  (new),12,Dr. Catherine P. Ang,"09174085301/09
778116841",edubadua@gmail.com,"June 9, 2021 to
Dec. 31, 2023",NaN,"1st Floor Unique International Building, 1 Cordillera Street, Brgy. Highway Hills, Mandaluyong City",14.578799,121.049635,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,457.0
NCR,Mandaluyong City,NaN,"Unit 08A, G/F 500 Shaw Zentrum Mall, Shaw Boulevard, Mandaluyong
City",PVT,THERAPY MANAGEMENT SERVICES PHILS. INC.,15,"Dr. Pompeyo Bautista, Jr.","02-
5885698/091751
52631/8952221",eduardo.rodriguez@bbraun.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"Unit 08A, G/F 500 Shaw Zentrum Mall, Shaw Boulevard, Mandaluyong
City",14.588037,121.043801,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,458.0
NCR,Marikina City,NaN,"Unit # 101, Nodison Centre, Marcos Highway, Brgy. San Roque, Marikina City",PVT,EASTERN MARIKINA DIALYSIS CENTER,22,Dr. Rommel P. Tolentino,02-5716457,emdcmega@gmail.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"Unit # 101, Nodison Centre, Marcos Highway, Brgy. San Roque, Marikina City",14.6208408,121.1018867,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,460.0
NCR,Marikina City,NaN,"712 J.P. Rizal, Tumana, Marikina City",PVT,"KIDNEY HEALTHCARE DIALYSIS CENTER, INC.
(formerly MED LINE DIALYSIS CENTER)",14,"Dr. Gelen Vestalez
C. Umali-Sunga",09985648663 /,khdialysiscenter@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",changed name (8/4/2021),"712 J.P. Rizal, Tumana, Marikina City",14.6551872,121.1034694,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,461.0
NCR,Marikina City,NaN,"182 UBM Bldg. A
Bonifacio Ave., Brgy. Ta�ong, Marikina City",PVT,MEDFIX CARE MEDICAL HEALTH SERVICES  (new),8,Dr. Bienvenido Manlutac,0939 7435741,tess.ellamil1972@gmail.com,"June 10, 2021 to
Dec. 31, 2023","new 2021, w/ ClinLab Secondry (add-on)","182 UBM Bldg. A
Bonifacio Ave., Brgy. Ta�ong, Marikina City",14.634441,121.0868269,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,462.0
NCR,Marikina City,NaN,"#33 Dragon St., San Roque, Marikina City",PVT,"ST. JOHN BIOCARE AND DIALYSIS CENTER FOUNDATION, INC.",15,Dr. Romina Jasmin Laguesma-Navarro,"5716090/921893
3/6335404/72346
09/0927954460",stjbdc_marikina@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"#33 Dragon St., San Roque, Marikina City",14.6238906,121.1005258,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,463.0
NCR,Marikina City,NaN,"24 Bayan Bayanan Ave., Conception Uno,
Marikina City                 
Lot 2 Blk 5 JP Rizal Cor.
F. Josef II St.,",PVT,"ST. JOSEF RENAL CARE
FOUNDATION INC.                                  10",NaN,Dr. Madelaine R. Cosing,"09157180547/09
174732795/2535
790                         sjrcf2019@gmail.com",NaN,NaN,NaN,"24 Bayan Bayanan Ave., Conception Uno,
Marikina City                 
Lot 2 Blk 5 JP Rizal Cor.
F. Josef II St.",14.6506505,121.1050829,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,464.0
NCR,Muntinlupa City,NaN,"Space # 0031 B Lower Ground Floor, Alabang Town Center, Zapote Road, Alabang,
Muntinlupa City(formerly 2nd Floor)        ",PVT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space # 0031 B Lower Ground Floor, Alabang Town Center, Zapote Road, Alabang,
Muntinlupa City(formerly 2nd Floor)",14.4232712,121.0312031,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,467.0
NCR,Para�aque City,NaN,"Foundation of Our Lady of Peace Mission, Inc., Brgy. San Dionisio, Para�aque",PVT,FRESENIUS KIDNEY CARE,14,Dr. Lynn C. Almazan-Gomez,"02-
8919575/091792
19529/09178118
614/6322694",nephrocare.OLPH@fmc_asia.com/jessica.gadon@fmc_asia.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"Foundation of Our Lady of Peace Mission, Inc., Brgy. San Dionisio, Para�aque",14.4933617,120.9874388,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,475.0
NCR,Para�aque City,NaN,"Park & Shop Center, 8300 Dr. A. Santos Avenue cor. Sta. Rita St., BF Sucat, Para�aque City",PVT,"HEMOTEK RENAL CENTER, INC.",22,Dr. Rodellan Consignado,"5361091/091573
47826/8024661/8
024669/0908880
7027","hemotek_sucat@gmail
.com","Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Park & Shop Center, 8300 Dr. A. Santos Avenue cor. Sta. Rita St., BF Sucat, Para�aque City",14.4560055,121.0365672,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,476.0
NCR,Para�aque City,NaN,"Unit 103 Cocolife Building, Dr. A. Santos Avenue cor. N. Lopez St., San Isidro City of Para�aque",PVT,MED LINE DIALYSIS CENTER,12,Dr. Josephine D. Sorilla,"09175380231/77
509745/0917627
3188",contactus@dialysiscenter.ph/sjdc@dialysiscenter.ph,"Jan. 1, 2022 to
Dec. 31, 2024",from 8-12,"Unit 103 Cocolife Building, Dr. A. Santos Avenue cor. N. Lopez St., San Isidro City of Para�aque",14.5595277,121.0175175,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,477.0
NCR,Para�aque City,NaN,"8422 Dr. A. Santos Avenue, Block 1, Lot 19, Sucat, B.F. Homes, Para�aque City",PVT,NEPHROLINK KIDNEY CARE CENTER INC.,19,Dr. Michelle T. Yan- Otayco,"09177002072/09
297940524/2869
876",nephrolink@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"8422 Dr. A. Santos Avenue, Block 1, Lot 19, Sucat, B.F. Homes, Para�aque City",14.4547842,121.0413007,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,478.0
NCR,Para�aque City,NaN,"G/F Asiavest Bldg., Do�a Soledad Ave., Better Living, Para�aque City",PVT,"NEPHROLOGY SERVICES PHILS., INC.",15,Dr. Ma. Melmar Anicoche,"02-
8468817/776639
1/3512311/37671
48/88666349",nephrobicutan@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"G/F Asiavest Bldg., Do�a Soledad Ave., Better Living, Para�aque City",14.4851578,121.0296281,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,479.0
NCR,Para�aque City,NaN,"The Premier Medical Center, Lor 2 Amvel Business Park, Dr. A Santos Ave., Brgy. San Dionisio, Sucat Road, Para�aque City",PVT,"THE PREMIER DIALYSIS CENTER, INC.",6,"Dr. Antonio A. Carlos, Jr.",8652200 loc 321,"Premier_hospital@yahoo.com/tpmc_oha@yahoo.com
/tpmcbod@gmail.com","Jan. 1, 2021 to
Dec. 31, 2023",NaN,"The Premier Medical Center, Lor 2 Amvel Business Park, Dr. A Santos Ave., Brgy. San Dionisio, Sucat Road, Para�aque City",14.4883843,120.9927341,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,480.0
NCR,Para�aque City,NaN,"Lot 3 & 7 South Luzon Expressway, Service Road, Bicutan, Para�aque City",PVT,VIDA DIALYSIS CENTER PHILS.,9,Dr. Glenn Kay V. Guce,"02-
5550311/810464
0/09950022793",avidadialysisbicutan@yahoo.com,"Jan. 2, 2020 to
Dec. 31, 2022",NaN,"Lot 3 & 7 South Luzon Expressway, Service Road, Bicutan, Para�aque City",14.4857214,121.0450478,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,481.0
NCR,Para�aque City,NaN,"8206 APMC Bldg., Dr. A.
Santos Ave., Brgy. San Isidro, Para�aque City",PVT,VIDA DIALYSIS CENTER PHILS.,16,Dr. Glen Rey Guce,02-5550311,avidadialysissucat@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"8206 APMC Bldg., Dr. A.
Santos Ave., Brgy. San Isidro, Para�aque City",14.4691219,121.0111557,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,482.0
NCR,Pasay City,NaN,"2nd Floor, Empire Center Mall, EDSA, Pasay",PVT,"I.M. HEALTH MEDICAL SERVICES AND WELLNESS CENTER, INC.",5,"Dr. Pamela Marie
B. Imperial","7429762/842615
10/09128351331/
09178713252/09
989460718",jomejia1981@gmail.com/imhealthvertex1@gmail.com/donmejia.imhealth@gmail.com/hdpasay.imhealth@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",decrease frm 15-5,"2nd Floor, Empire Center Mall, EDSA, Pasay",14.5378439,120.9998996,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,483.0
NCR,Pasay City,NaN,"Roxas Strip Bldg., Ground Floor, Roxas Blvd. corner Derham St., Pasay City",PVT,NEPHROLOGY CENTER OF PASAY CITY DIALYSIS INC.,15,Dr. Anna Liessle Santamaria,"5657240/810499
0",nephropasay@gmail.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"Roxas Strip Bldg., Ground Floor, Roxas Blvd. corner Derham St., Pasay City",14.5204109,120.9938533,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,484.0
NCR,Pasig City,NaN,"0027 Shaw Blvd. cor. Saint Jose Maria Escriva Drive, Brgy. San Antonio, Pasig City",PVT,"HEMOTEK RENAL CENTER, INC.",20,Dr. Arlene Crosostomo,"6963976/696397
7/5361091 /",hemotekshal@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"0027 Shaw Blvd. cor. Saint Jose Maria Escriva Drive, Brgy. San Antonio, Pasig City",14.5766869,121.0590208,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,485.0
NCR,Pasig City,NaN,"Rizal Medical Center Compound, Pasig Blvd., Pasig City",PVT,"KIDNEY FOUNDATION OF THE PHILS., INC.",25,Dr. Paolo Miguel A. David,"02-5714175-76 /
5713983 fax /",kidneyfp@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Rizal Medical Center Compound, Pasig Blvd., Pasig City",14.5638837,121.0660877,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,486.0
NCR,Pasig City,NaN,"2/F Armal Plaza Building, C. Raymundo, Maybunga, Pasig City",PVT,MED LINE DIALYSIS CENTER,7,Dr. Jocelyn P. Javier,0956-0780424,renzcastillo0208@gmail.com,"Jan. 6, 2020 to
Dec. 31, 2022",NaN,"2/F Armal Plaza Building, C. Raymundo, Maybunga, Pasig City",14.5769644,121.0855874,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,487.0
NCR,Pasig City,NaN,"58 Ortigas Avenue Extension, Rosario, Pasig City",PVT,NEPHRO ACCESS DIALYSIS CENTER,20,Dr. Karen Ann Hernandez-Lim,"09175188292/09
173070110/7758
5372",lghealth.inc@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"58 Ortigas Avenue Extension, Rosario, Pasig City",14.5875727,121.1096754,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,488.0
NCR,Pasig City,NaN,"53 Dr. Sixto Antonio Avenue, Barangay Kapasigan, Pasig City",PVT,"NEPHROLOGY CENTER OF PASIG CITY, INC.",15,Dr. Noel M. Castillo,"02-
6502129/351231
1/3767148/85708
951",nephropasig@yahoo.com/ncpcdialysiscenter@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"53 Dr. Sixto Antonio Avenue, Barangay Kapasigan, Pasig City",14.563854,121.076488,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,489.0
NCR,Pasig City,NaN,"2/F Champ Bldg., Caruncho Avenue, Brgy. San Nicolas, Pasig City",PVT,PASIG CITY HEMODIALYSIS CENTER,10,Dr. Donnah Franceska G. De Leon,"6427379/091532
65500/09055117
105",jilliansabile@gmail.com,"Jan.1, 2020 to Dec. 31, 2022",NaN,"2/F Champ Bldg., Caruncho Avenue, Brgy. San Nicolas, Pasig City",14.5596102,121.0832537,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,490.0
NCR,Pasig City,NaN,"Mission Hospital 2, Km. 17, Ortigas Ave. Ext., Rosario, Pasig City",PVT,"THERAPY MANAGEMENT SERVICES PHILS., INC.",19,Dr. Kristian Anteolin Punzalan,"02-
5885600/637812
8/09176281522",cathleen.abelardo@apmail.bbraun.com/cathleen.abelardo@bbraun.com,"Jan. 1, 2022 to
Dec. 31, 2024",from 10-19,"Mission Hospital 2, Km. 17, Ortigas Ave. Ext., Rosario, Pasig City",14.58749,121.109124,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,491.0
NCR,San Juan City,NaN,"2nd Floor, One Roxas Square F. Roxas cor. F. Blumentritt, San Juan City",PVT,MED LINE DIALYSIS CENTER,5,Dr. Josephine Dela Ysla-Sorilla,9175131451,medlinesanjuan@gmail.com,"Oct. 22, 2020 to
Dec. 31, 2022",NaN,"2nd Floor, One Roxas Square F. Roxas cor. F. Blumentritt, San Juan City",14.601337,121.0280785,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,492.0
NCR,Taguig City,NaN,"3rd Floor Gate 3 Plaza Mall, Juliano St. corner Lawton Avenue, Brgy. AFPOVAI, Western Bicutan, Taguig City",PVT,DIALYSIS ASIA AND PATIENT CARE CENTER INC.,14,Dr. Frederick H. Verano,"87767470/09955
604394/0942969
9912/7767470/09
179636000/0917
9636060",daapcci@gmail.com/frederick_verano@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"3rd Floor Gate 3 Plaza Mall, Juliano St. corner Lawton Avenue, Brgy. AFPOVAI, Western Bicutan, Taguig City",14.5253789,121.0277157,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,493.0
NCR,NaN,Taguig City,"Unit 4 & 5, Hei-san Building, Bayani Road, Bonifacio Global City, Taguig",PVT,K-MATTERS TAGUIG DIALYSIS AND DIAGNOSTIC CENTER CO.,10,Dr. Agnes M. Baston,"8446469/090623
73402/09177756
832/88447577/09
474431322/0928",kmatterstaguigdialysiscenter@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Unit 4 & 5, Hei-san Building, Bayani Road, Bonifacio Global City, Taguig",14.5281947,121.0421535,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,494.0
NCR,NaN,Taguig City,"#7 General A. Luna St., Brgy. Tuktukan, Taguig City",PVT,"STA. ANA DE TAGUIG DIALYSIS CENTER, INC,",15,Dr. Gjay L. Ordinal,"0917-1051726 /
0917-9621163",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"#7 General A. Luna St., Brgy. Tuktukan, Taguig City",14.5298132,121.0699722,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,495.0
NCR,NaN,Valenzuela City,"#70 MH del Pilar, Malanday, Valenzuela City",PVT,DIALYCARE HEMODIALYSIS CENTER (new),12,Dr. Kristine Mae Vega-Alava,9057944561,dialycare.hdc@hdc@gmail.com/mediplyinc.ph@gmail.com,"July 15, 2021 to
Dec. 31, 2023",NaN,"#70 MH del Pilar, Malanday, Valenzuela City",14.7135278,120.9486334,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,496.0
NCR,NaN,Valenzuela City,"Valenzuela City Emergency Hospital, G. Lazaro St., Dalandanan, Valenzuela City",PVT,"PREMIER 101 HEALTHCARE MANAGEMENT, INC.",15,Dr. Aurelio Pantaleon S. Reyes,"02-
5870551/835260
00",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Valenzuela City Emergency Hospital, G. Lazaro St., Dalandanan, Valenzuela City",14.708803,120.957731,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,497.0
CAR,BENGUET,NaN,"Street Mae Bahong, Brgy. Camp Dangwa, La Trinidad, Benguet",PVT,AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION  (new),26,Dr. Kristine R. Claridad,9176537821,avitusolongapo@yahoo.com,"Nov. 19, 2021 to
Dec. 31, 2023",NaN,"Street Mae Bahong, Brgy. Camp Dangwa, La Trinidad, Benguet",16.4659978,120.5981671,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,498.0
CAR,BENGUET,NaN,"Rm. 8 Benguet General Hospital, Km. 5, Pico, La Trinidad, Benguet",PVT,"BENGUET PREMIUM KIDNEY CARE CENTER, INC.",7,Dr. Josefina L. Luspian,"074-
6190842/091750
71184",bpkcci.2018@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Rm. 8 Benguet General Hospital, Km. 5, Pico, La Trinidad, Benguet",16.4472785,120.5901209,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,499.0
CAR,BENGUET,NaN,"First Floor, PHO Bldg., La Trinidada, Benguet",PVT,"BENGUET RENAL CENTER, INC.",9,Dr. Virginia G. Biteng,"074-
4227290/091756
42230",benguetrenalcenter_hu@yahoo.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"First Floor, PHO Bldg., La Trinidada, Benguet",16.4774284,120.5854674,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,500.0
CAR,BENGUET,NaN,"Lutheran Hospital Compound, Abatan, Buguias, Benguet",PVT,"ST. THERESA DIALYSIS CENTER, INC.",10,Dr. Ian Feb G. Alquiza,9778198340,clinicalmanager_corporateoffice@yahoo.com,"Dec. 3, 2020 to
Dec. 31, 2022",NaN,"Lutheran Hospital Compound, Abatan, Buguias, Benguet",16.8061316,120.8243224,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,501.0
CAR,BENGUET,Baguio City,"28 Lower P. Burgos St., Sto. Ni�o Jesus Medical Center, Baguio City, Benguet",PVT,"ASIA NEPHROLOGY CARE, INC.",16,Dr. Josefina L. Luspian,"074-
4224571/091834
70057",asianephrologycare@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"28 Lower P. Burgos St., Sto. Ni�o Jesus Medical Center, Baguio City, Benguet",16.4118814,120.5636662,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,502.0
CAR,BENGUET,Baguio City,"Unit 5, 6 & 7 Casa Vallejo, Bldg. II, Upper Session Road, Baguio City",PVT,AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION,13,Dr. Virginia Mangati,9176537821,avitusolongapo@yahoo.com,"Feb. 18, 2020 to
Dec. 31, 2022",NaN,"Unit 5, 6 & 7 Casa Vallejo, Bldg. II, Upper Session Road, Baguio City",16.4095497,120.600502,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,503.0
CAR,BENGUET,Baguio City,"4F CYA Centrum, Military Cut-Off, Baguio City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",18,Dr. Ria Baby M. Requiero,"632-
5885668/588560
0/09175153649",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"4F CYA Centrum, Military Cut-Off, Baguio City",16.4020467,120.5968863,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,504.0
CAR,BENGUET,Baguio City,"Ground Floor, Midland Courier Building, 16 Kisad Road, Baguio City",PVT,"CORDILLERA KIDNEY SPECIALISTS, INC.",15,Dr. Vivianne Untalan,"4243484/091786
80060/074-
2481204/092643
77485",cordillerakidney@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Ground Floor, Midland Courier Building, 16 Kisad Road, Baguio City",16.4110313,120.591896,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,505.0
CAR,BENGUET,Baguio City,"Lower Ground Floor, Leonard Wood Terraces Road, Baguio City, Benguet",PVT,SAINT MARINA KIDNEY CENTER INC.,15,"Dr. Rochelle marie
R. Turqueza",0977-8198340,clinicalmanager_corporateoffice@yahoo.com,"Jan. 2, 2020 to
Dec. 31, 2022",NaN,"Lower Ground Floor, Leonard Wood Terraces Road, Baguio City, Benguet",16.4123909,120.6055268,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,506.0
